Tullid	tull	tull	d		S	pl n
otsuse	otsuse	otsus	0		S	sg g
andmiseks	andmiseks	andmine	ks		S	sg tr
sisse	@sisse	sisse	0		D	
     	sisse	sisse	0		K	
     	siss	siss	e		S	pl p
saata	saata	saat	a		V	da
.	.	.			Z	
Moistus	####	####				
       	#mõistus	mõistus	0		S	sg n
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
kohhe	####	####				
     	#kohe	kohe	0		D	
kaebajattel	####	####				
           	#kaebajatel	kaebaja	tel		S	pl ad
ja	ja	ja	0		J	
kaebatutedel	####	####				
            	#kaevatutel	kaevatu	tedel		S	pl ad
kulutud	kulu=tud	kulu=tud	0		A	
       	kulu=tud	kulu=tud	0		A	sg n
       	kulu=tu	kulu=tu	d		S	pl n
       	kulu=tud	kulu=tud	d		A	pl n
       	kulu	kulu	tud		V	tud
       	£kuulutatud	kuuluta	tud		V	tud
.	.	.			Z	
